,course,student,hoursWork_mean,ETA_mean,numAttendence_max,age,numChildren,enrollmentTime,distance,work,isSingle,grade
6228,155,233,5.166666666666667,0.8106995597301302,8,31,3.0,11,20,1,0,3.13
6590,164,233,4.916666666666667,0.8212654817874037,10,31,3.0,11,20,1,0,3.16
6992,174,233,4.75,0.8382439913534047,10,31,3.0,11,20,1,0,4.12
7592,189,233,5.083333333333333,1.003153597413594,9,31,3.0,11,20,1,0,3.41
7990,199,233,5.333333333333333,0.6192217631784824,8,31,3.0,11,20,1,0,3.21
614,15,131,0.0,0.48300442305658664,19,27,1.0,7,13,0,1,8.18
660,16,131,0.0,0.5493038306748083,18,27,1.0,7,13,0,1,8.56
1101,27,131,0.0,0.560866231167713,14,27,1.0,7,13,0,1,7.05
1180,29,131,0.0,0.48329752866274983,16,27,1.0,7,13,0,1,8.58
1295,32,131,0.0,0.48966774974208765,17,27,1.0,7,13,0,1,7.85
1381,34,131,0.0,0.5651980875228694,19,27,1.0,7,13,0,1,7.7
1416,35,131,0.0,0.4178156947785985,20,27,1.0,7,13,0,1,8.84
1733,43,131,0.0,0.6365529071455697,19,27,1.0,7,13,0,1,8.19
1776,44,131,0.0,0.44621755759548526,20,27,1.0,7,13,0,1,8.46
1936,48,131,0.0,0.4594771562523345,18,27,1.0,7,13,0,1,7.93
2056,51,131,0.0,0.31533587249324513,22,27,1.0,7,13,0,1,9.36
2816,70,131,0.0,0.29450015987921235,23,27,1.0,7,13,0,1,9.2
3140,78,131,0.0,0.31126169539247034,21,27,1.0,7,13,0,1,8.78
4259,106,131,0.0,0.5908344712830148,20,27,1.0,7,13,0,1,8.52
4414,110,131,0.0,0.3844648936327704,19,27,1.0,7,13,0,1,8.91
4577,114,131,0.0,0.4885519085321785,21,27,1.0,7,13,0,1,7.82
4777,119,131,0.0,0.30846324911959955,23,27,1.0,7,13,0,1,9.58
4973,124,131,0.0,0.5926609129859467,20,27,1.0,7,13,0,1,8.71
5096,127,131,0.0,0.3245284358892735,20,27,1.0,7,13,0,1,8.77
5218,130,131,0.0,0.445825792099977,19,27,1.0,7,13,0,1,8.79
5695,142,131,0.0,0.33839009951235904,21,27,1.0,7,13,0,1,8.76
5735,143,131,0.0,0.5717944625814848,17,27,1.0,7,13,0,1,8.76
6619,165,131,0.0,0.4125228897428476,20,27,1.0,7,13,0,1,9.3
6656,166,131,0.0,0.40710018423832856,21,27,1.0,7,13,0,1,9.46
6984,174,131,0.0,0.43552982975783144,18,27,1.0,7,13,0,1,8.29
7337,183,131,0.0,0.5434977680052068,19,27,1.0,7,13,0,1,8.74
616,15,137,4.75,0.5100329846209195,20,27,0.0,4,14,1,0,8.38
1417,35,137,5.166666666666667,0.48979896164394066,12,27,0.0,4,14,1,0,6.49
1779,44,137,5.666666666666667,0.4813762584284831,11,27,0.0,4,14,1,0,6.74
1863,46,137,5.583333333333333,0.6426228957914552,13,27,0.0,4,14,1,0,6.65
2377,59,137,4.916666666666667,0.4601575986472571,17,27,0.0,4,14,1,0,8.07
2742,68,137,4.916666666666667,0.36861569446451425,15,27,0.0,4,14,1,0,7.48
2899,72,137,4.583333333333333,0.489188955774947,17,27,0.0,4,14,1,0,7.38
2976,74,137,5.166666666666667,0.3557398064980968,18,27,0.0,4,14,1,0,8.34
3379,84,137,4.75,0.3625671582591597,17,27,0.0,4,14,1,0,7.59
4023,100,137,5.25,0.5325708851796577,12,27,0.0,4,14,1,0,7.03
5062,126,137,5.333333333333333,0.5584024280073034,12,27,0.0,4,14,1,0,6.44
5297,132,137,4.666666666666667,0.5935317956433128,14,27,0.0,4,14,1,0,7.75
6177,154,137,5.5,0.6459826091263355,9,27,0.0,4,14,1,0,5.52
6658,166,137,5.083333333333333,0.47830376863478974,17,27,0.0,4,14,1,0,7.77
6813,170,137,5.416666666666667,0.5566193994516352,15,27,0.0,4,14,1,0,7.59
7261,181,137,5.416666666666667,0.6375414961422413,11,27,0.0,4,14,1,0,5.46
7776,194,137,5.25,0.36313744367203826,14,27,0.0,4,14,1,0,7.11
7857,196,137,6.25,0.3590310764578084,11,27,0.0,4,14,1,0,6.31
627,15,218,5.75,0.6354852447046447,15,29,0.0,4,18,1,0,6.56
828,20,218,4.75,0.4742355319118348,19,29,0.0,4,18,1,0,8.13
911,22,218,5.333333333333333,0.7728219362517325,12,29,0.0,4,18,1,0,5.81
1224,30,218,4.833333333333333,0.772395705975159,13,29,0.0,4,18,1,0,5.57
1309,32,218,5.25,0.7080100311945112,15,29,0.0,4,18,1,0,6.77
1948,48,218,5.583333333333333,0.6462168192879737,15,29,0.0,4,18,1,0,6.58
2709,67,218,5.833333333333333,0.764172462321837,16,29,0.0,4,18,1,0,7.74
2865,71,218,5.166666666666667,0.87237309126853,14,29,0.0,4,18,1,0,6.22
3154,78,218,5.416666666666667,0.46471885805006763,15,29,0.0,4,18,1,0,7.05
3189,79,218,5.166666666666667,0.7761640181799933,12,29,0.0,4,18,1,0,5.76
3234,80,218,5.333333333333333,0.4574970697786789,14,29,0.0,4,18,1,0,7.03
3429,85,218,4.916666666666667,0.481325392386925,16,29,0.0,4,18,1,0,7.36
3909,97,218,4.416666666666667,0.7977134794271441,16,29,0.0,4,18,1,0,6.49
4231,105,218,5.5,0.6935001407426088,12,29,0.0,4,18,1,0,6.73
4624,115,218,5.5,0.45029090054119925,15,29,0.0,4,18,1,0,7.44
4708,117,218,5.25,0.8111811379801628,16,29,0.0,4,18,1,0,6.87
4950,123,218,5.666666666666667,0.595141747279724,14,29,0.0,4,18,1,0,6.81
5827,145,218,5.416666666666667,0.6834068330105098,16,29,0.0,4,18,1,0,7.49
5947,148,218,5.333333333333333,0.6468902288232908,15,29,0.0,4,18,1,0,7.79
6107,152,218,5.166666666666667,0.5963855389313354,14,29,0.0,4,18,1,0,6.75
6628,165,218,6.083333333333333,0.6140911170013613,11,29,0.0,4,18,1,0,6.37
6746,168,218,5.333333333333333,0.4583062333921588,15,29,0.0,4,18,1,0,7.16
7269,181,218,4.5,0.8357259483952316,19,29,0.0,4,18,1,0,8.27
7909,197,218,5.25,0.8021533130082615,12,29,0.0,4,18,1,0,5.6
637,15,277,5.25,0.7349531404740016,13,27,3.0,4,16,1,0,3.77
676,16,277,5.0,0.766259988259228,11,27,3.0,4,16,1,0,3.43
796,19,277,5.0,0.47187196642830137,8,27,3.0,4,16,1,0,2.91
1756,43,277,5.583333333333333,0.851075064425327,7,27,3.0,4,16,1,0,2.15
2036,50,277,4.583333333333333,0.48574768944863517,9,27,3.0,4,16,1,0,4.06
2116,52,277,6.0,0.46859604942772753,9,27,3.0,4,16,1,0,2.74
2357,58,277,5.083333333333333,0.7549790032804854,11,27,3.0,4,16,1,0,3.63
2396,59,277,5.083333333333333,0.600048733181232,11,27,3.0,4,16,1,0,4.39
2436,60,277,5.416666666666667,0.775897706280511,11,27,3.0,4,16,1,0,3.61
2476,61,277,5.5,0.8660437541584152,5,27,3.0,4,16,1,0,1.54
2797,69,277,5.333333333333333,0.6811018393001046,7,27,3.0,4,16,1,0,2.92
2956,73,277,4.916666666666667,0.7507500375936305,11,27,3.0,4,16,1,0,3.71
3958,98,277,5.666666666666667,0.6218797908190129,7,27,3.0,4,16,1,0,2.06
4196,104,277,4.916666666666667,0.4598679852307173,8,27,3.0,4,16,1,0,3.51
4316,107,277,5.666666666666667,0.9139800672738733,13,27,3.0,4,16,1,0,2.94
4638,115,277,5.083333333333333,0.47868050737198375,9,27,3.0,4,16,1,0,3.43
4715,117,277,4.833333333333333,0.7865981876577773,8,27,3.0,4,16,1,0,2.68
4756,118,277,5.166666666666667,0.6901859637734972,7,27,3.0,4,16,1,0,1.77
4994,124,277,4.916666666666667,0.8286334005912767,7,27,3.0,4,16,1,0,1.85
5476,136,277,4.75,0.8085194300798181,7,27,3.0,4,16,1,0,1.21
5876,146,277,5.333333333333333,0.4964038871639227,8,27,3.0,4,16,1,0,3.21
6157,153,277,5.583333333333333,0.7232087289242907,6,27,3.0,4,16,1,0,1.69
6238,155,277,5.666666666666667,0.6159065015607947,9,27,3.0,4,16,1,0,2.89
6515,162,277,4.916666666666667,0.6486266310955718,8,27,3.0,4,16,1,0,2.97
6676,166,277,5.25,0.627628795856004,9,27,3.0,4,16,1,0,3.66
6754,168,277,5.333333333333333,0.433970385703852,8,27,3.0,4,16,1,0,2.74
6874,171,277,4.333333333333333,0.6687447320903184,8,27,3.0,4,16,1,0,2.51
7116,177,277,4.833333333333333,0.4950664402758041,11,27,3.0,4,16,1,0,3.56
7354,183,277,5.166666666666667,0.762360485170588,9,27,3.0,4,16,1,0,3.58
7516,187,277,4.833333333333333,0.7511473580602127,11,27,3.0,4,16,1,0,2.62
7558,188,277,5.083333333333333,0.6420095492338925,9,27,3.0,4,16,1,0,3.15
7595,189,277,5.083333333333333,0.7107479340831849,7,27,3.0,4,16,1,0,2.26
7877,196,277,5.5,0.47320531476287014,7,27,3.0,4,16,1,0,3.61
7957,198,277,5.333333333333333,0.7713048275417798,5,27,3.0,4,16,1,0,1.68
7996,199,277,5.583333333333333,0.45828652859679936,6,27,3.0,4,16,1,0,2.82
649,16,69,0.0,0.7969842274929663,20,27,1.0,2,17,0,0,8.4
1011,25,69,0.0,0.578351875751398,21,27,1.0,2,17,0,0,8.39
1131,28,69,0.0,0.4479737557409836,20,27,1.0,2,17,0,0,8.3
1287,32,69,0.0,0.6900234971819684,19,27,1.0,2,17,0,0,7.61
1527,38,69,0.0,0.45772896207147545,21,27,1.0,2,17,0,0,8.71
1807,45,69,0.0,0.7401660855276884,19,27,1.0,2,17,0,0,7.81
2090,52,69,0.0,0.4645623748748862,22,27,1.0,2,17,0,0,8.17
2329,58,69,0.0,0.7305409936832331,19,27,1.0,2,17,0,0,7.45
2569,64,69,0.0,0.7989498834838736,20,27,1.0,2,17,0,0,7.96
3012,75,69,0.0,0.5707864219103148,21,27,1.0,2,17,0,0,8.69
3207,80,69,0.0,0.45705551896085,23,27,1.0,2,17,0,0,8.0
3288,82,69,0.0,0.7134527598674544,21,27,1.0,2,17,0,0,7.9
3566,89,69,0.0,0.7229793730133648,18,27,1.0,2,17,0,0,6.98
3691,92,69,0.0,0.6229711493049018,19,27,1.0,2,17,0,0,8.16
3769,94,69,0.0,0.6829667698113976,18,27,1.0,2,17,0,0,7.83
4131,103,69,0.0,0.6356461680058448,21,27,1.0,2,17,0,0,8.15
4170,104,69,0.0,0.43626459347516655,22,27,1.0,2,17,0,0,8.06
4568,114,69,0.0,0.6758921496784822,21,27,1.0,2,17,0,0,7.73
4731,118,69,0.0,0.7004421055699238,21,27,1.0,2,17,0,0,8.32
4930,123,69,0.0,0.5852155364377297,20,27,1.0,2,17,0,0,8.0
5168,129,69,0.0,0.42988029728207017,21,27,1.0,2,17,0,0,8.26
5290,132,69,0.0,0.7648486513301203,16,27,1.0,2,17,0,0,6.79
5646,141,69,0.0,0.4642985697051685,21,27,1.0,2,17,0,0,8.48
5843,146,69,0.0,0.4714041094388662,19,27,1.0,2,17,0,0,8.37
6248,156,69,0.0,0.6066370766070686,17,27,1.0,2,17,0,0,8.22
6407,160,69,0.0,0.4487146619035334,20,27,1.0,2,17,0,0,8.15
7008,175,69,0.0,0.7909495827787286,18,27,1.0,2,17,0,0,7.94
7690,192,69,0.0,0.6616507766671494,17,27,1.0,2,17,0,0,7.0
7849,196,69,0.0,0.44463127387905793,22,27,1.0,2,17,0,0,8.66
7892,197,69,0.0,0.7708777481206336,19,27,1.0,2,17,0,0,7.36
650,16,72,0.0,1.1805474047752487,17,30,2.0,7,25,0,0,6.06
2656,66,72,0.0,1.1218396031711617,16,30,2.0,7,25,0,0,5.32
2691,67,72,0.0,1.17472279353016,17,30,2.0,7,25,0,0,6.6
3014,75,72,0.0,0.8827511658643741,17,30,2.0,7,25,0,0,7.03
3249,81,72,0.0,0.9943993687602478,22,30,2.0,7,25,0,0,7.62
4288,107,72,0.0,1.3240073573412396,15,30,2.0,7,25,0,0,5.77
4649,116,72,0.0,1.0340442895285358,21,30,2.0,7,25,0,0,7.1
5088,127,72,0.0,0.7299839966400058,21,30,2.0,7,25,0,0,7.03
5450,136,72,0.0,1.1634916931368686,18,30,2.0,7,25,0,0,6.54
5844,146,72,0.0,0.735187973447763,20,30,2.0,7,25,0,0,7.08
6051,151,72,0.0,0.7340606357902179,21,30,2.0,7,25,0,0,8.34
6091,152,72,0.0,0.8997186775375984,20,30,2.0,7,25,0,0,7.67
6491,162,72,0.0,1.0389813161172787,19,30,2.0,7,25,0,0,6.89
7049,176,72,0.0,1.2118721708108073,19,30,2.0,7,25,0,0,6.15
7692,192,72,0.0,1.1581344009331047,18,30,2.0,7,25,0,0,5.61
652,16,92,5.5,0.9025098295960939,12,27,0.0,4,23,1,1,6.3
691,17,92,5.25,1.1494803002116274,16,27,0.0,4,23,1,1,6.27
898,22,92,4.833333333333333,0.9261538923874252,18,27,0.0,4,23,1,1,6.58
1133,28,92,5.333333333333333,0.5015866864890857,15,27,0.0,4,23,1,1,6.61
1212,30,92,5.666666666666667,0.8808460606320222,13,27,0.0,4,23,1,1,5.93
1458,36,92,5.0,0.6671524887675768,15,27,0.0,4,23,1,1,7.69
1654,41,92,5.5,0.9352400156733266,17,27,0.0,4,23,1,1,5.86
1770,44,92,5.083333333333333,0.7487583310548013,20,27,0.0,4,23,1,1,8.5
1972,49,92,5.916666666666667,0.7149092952295094,10,27,0.0,4,23,1,1,5.71
2008,50,92,4.583333333333333,0.5110394341448312,15,27,0.0,4,23,1,1,6.92
2610,65,92,5.5,0.5175432872584174,18,27,0.0,4,23,1,1,7.76
2735,68,92,4.833333333333333,0.5320328794614804,19,27,0.0,4,23,1,1,7.94
3415,85,92,5.416666666666667,0.5773061812330117,16,27,0.0,4,23,1,1,7.1
4050,101,92,5.166666666666667,0.8069180349072429,15,27,0.0,4,23,1,1,6.78
4252,106,92,4.916666666666667,0.9902972058445055,14,27,0.0,4,23,1,1,5.75
4811,120,92,5.5,1.0633343522998941,18,27,0.0,4,23,1,1,7.76
5052,126,92,5.25,0.8093449835720831,14,27,0.0,4,23,1,1,6.52
5094,127,92,5.25,0.5352730955773697,14,27,0.0,4,23,1,1,7.4
5411,135,92,5.5,0.5156552614751767,15,27,0.0,4,23,1,1,7.5
5491,137,92,5.0,0.7864099159377697,14,27,0.0,4,23,1,1,5.97
5932,148,92,5.833333333333333,0.6618018080796847,13,27,0.0,4,23,1,1,5.97
6093,152,92,5.0,0.7143144164751513,12,27,0.0,4,23,1,1,6.89
6332,158,92,5.0,0.5211952172485323,17,27,0.0,4,23,1,1,7.47
6531,163,92,5.166666666666667,0.5182654346445948,16,27,0.0,4,23,1,1,7.42
6850,171,92,5.583333333333333,0.7321765087369885,11,27,0.0,4,23,1,1,5.79
6934,173,92,5.0,0.6286077113686501,15,27,0.0,4,23,1,1,6.21
7454,186,92,4.916666666666667,0.510731864775813,18,27,0.0,4,23,1,1,7.44
7895,197,92,5.5,0.9128922478096957,12,27,0.0,4,23,1,1,5.94
657,16,120,5.166666666666667,0.6777199598845378,11,32,0.0,5,17,1,1,6.64
1177,29,120,4.5,0.6073792392782499,15,32,0.0,5,17,1,1,7.1
1215,30,120,5.916666666666667,0.6748920782557434,13,32,0.0,5,17,1,1,5.72
1621,40,120,5.583333333333333,0.4638009124368842,10,32,0.0,5,17,1,1,6.28
2012,50,120,5.666666666666667,0.3891895769638858,14,32,0.0,5,17,1,1,6.86
2372,59,120,4.916666666666667,0.48601897456224036,14,32,0.0,5,17,1,1,6.92
2454,61,120,5.333333333333333,0.7892879930105571,17,32,0.0,5,17,1,1,6.41
2739,68,120,4.5,0.3836871270253683,20,32,0.0,5,17,1,1,8.83
2974,74,120,5.916666666666667,0.3675010919677022,12,32,0.0,5,17,1,1,6.2
3058,76,120,5.25,0.5816481617765077,14,32,0.0,5,17,1,1,7.03
3136,78,120,4.833333333333333,0.37660879276556175,18,32,0.0,5,17,1,1,7.34
3298,82,120,5.083333333333333,0.6029593831584948,13,32,0.0,5,17,1,1,6.34
3457,86,120,4.5,0.3870956829998016,15,32,0.0,5,17,1,1,6.6
3494,87,120,5.5,0.689921025205562,11,32,0.0,5,17,1,1,5.66
4019,100,120,5.583333333333333,0.530573933959147,9,32,0.0,5,17,1,1,4.83
4054,101,120,4.666666666666667,0.6067868146119078,18,32,0.0,5,17,1,1,7.42
4255,106,120,4.583333333333333,0.7293450179481011,16,32,0.0,5,17,1,1,7.64
4297,107,120,5.0,0.8021549960445716,15,32,0.0,5,17,1,1,7.49
4859,121,120,4.75,0.4020568945332756,16,32,0.0,5,17,1,1,7.54
5058,126,120,4.833333333333333,0.6398217636702423,17,32,0.0,5,17,1,1,7.27
5694,142,120,5.166666666666667,0.39196031575713725,15,32,0.0,5,17,1,1,7.53
6010,150,120,4.583333333333333,0.6192443294757556,14,32,0.0,5,17,1,1,6.81
6339,158,120,5.416666666666667,0.3912653900261502,16,32,0.0,5,17,1,1,7.32
6413,160,120,4.833333333333333,0.3769309785521427,17,32,0.0,5,17,1,1,7.98
6617,165,120,5.333333333333333,0.48857427810893395,17,32,0.0,5,17,1,1,8.57
6734,168,120,5.333333333333333,0.3761398912151863,17,32,0.0,5,17,1,1,7.94
6981,174,120,4.583333333333333,0.5385845034294126,12,32,0.0,5,17,1,1,6.66
7614,190,120,4.75,0.36106798133264745,19,32,0.0,5,17,1,1,8.74
7648,191,120,5.166666666666667,0.7357540061744744,13,32,0.0,5,17,1,1,6.62
664,16,174,5.5,0.7212539089809519,13,29,0.0,8,18,1,1,6.94
985,24,174,5.333333333333333,0.4258855000916297,16,29,0.0,8,18,1,1,7.04
1301,32,174,5.166666666666667,0.6012929089802929,14,29,0.0,8,18,1,1,6.71
1701,42,174,5.0,0.3854514127421154,20,29,0.0,8,18,1,1,8.09
1741,43,174,5.75,0.8351848565587492,12,29,0.0,8,18,1,1,5.66
2182,54,174,5.0,0.5658619624583923,14,29,0.0,8,18,1,1,6.75
2423,60,174,5.5,0.7279857109448341,16,29,0.0,8,18,1,1,7.41
3260,81,174,5.833333333333333,0.5821339443337579,13,29,0.0,8,18,1,1,6.99
3424,85,174,6.0,0.4277327991116349,12,29,0.0,8,18,1,1,6.48
4339,108,174,6.25,0.5903800064395098,12,29,0.0,8,18,1,1,6.2
4498,112,174,4.833333333333333,0.39910359774050597,16,29,0.0,8,18,1,1,7.8
5421,135,174,5.666666666666667,0.3953794995337942,11,29,0.0,8,18,1,1,6.12
5581,139,174,5.083333333333333,0.7260939339690146,16,29,0.0,8,18,1,1,8.27
6467,161,174,6.166666666666667,0.6524196327773631,15,29,0.0,8,18,1,1,6.25
6738,168,174,5.083333333333333,0.38568157756901217,17,29,0.0,8,18,1,1,7.95
7022,175,174,5.333333333333333,0.6684919906062355,19,29,0.0,8,18,1,1,7.38
7222,180,174,5.583333333333333,0.5847354087587538,14,29,0.0,8,18,1,1,6.27
7302,182,174,5.416666666666667,0.3868899023938188,13,29,0.0,8,18,1,1,7.4
7707,192,174,4.583333333333333,0.6011075212173859,14,29,0.0,8,18,1,1,6.45
7741,193,174,5.0,0.7771044859279423,15,29,0.0,8,18,1,1,6.7
7817,195,174,5.25,0.7563223232096762,15,29,0.0,8,18,1,1,7.06
7944,198,174,4.916666666666667,0.6711782030802668,18,29,0.0,8,18,1,1,7.99
666,16,195,5.333333333333333,0.7595083523858844,5,31,3.0,8,16,1,0,1.26
785,19,195,5.916666666666667,0.5010076039102407,6,31,3.0,8,16,1,0,2.28
908,22,195,5.333333333333333,0.7300904893480572,11,31,3.0,8,16,1,0,4.55
991,24,195,5.166666666666667,0.48368708833859914,13,31,3.0,8,16,1,0,5.09
1584,39,195,4.583333333333333,0.45363097262689306,9,31,3.0,8,16,1,0,3.23
1871,46,195,4.25,0.7977583387158435,7,31,3.0,8,16,1,0,2.77
2105,52,195,5.583333333333333,0.4744861728483894,10,31,3.0,8,16,1,0,3.78
2145,53,195,5.25,0.4766806424400239,6,31,3.0,8,16,1,0,1.93
2309,57,195,5.583333333333333,0.9374447714830841,13,31,3.0,8,16,1,0,4.56
2467,61,195,5.25,0.8982098853279109,9,31,3.0,8,16,1,0,2.91
2627,65,195,6.25,0.5019334250535633,6,31,3.0,8,16,1,0,2.04
3262,81,195,4.916666666666667,0.6527771916094144,9,31,3.0,8,16,1,0,3.27
3544,88,195,4.75,0.7353872110779917,9,31,3.0,8,16,1,0,3.64
4307,107,195,5.833333333333333,0.874824590902977,8,31,3.0,8,16,1,0,2.21
5022,125,195,5.916666666666667,0.8732088159054164,7,31,3.0,8,16,1,0,3.04
5184,129,195,5.583333333333333,0.4465719459969692,7,31,3.0,8,16,1,0,2.6
5222,130,195,5.333333333333333,0.6309819661234256,10,31,3.0,8,16,1,0,4.32
5305,132,195,4.833333333333333,0.8014400507435798,12,31,3.0,8,16,1,0,3.51
5426,135,195,5.916666666666667,0.4765751602641559,5,31,3.0,8,16,1,0,2.2
5551,138,195,5.416666666666667,0.8350043948919946,7,31,3.0,8,16,1,0,2.36
5824,145,195,5.166666666666667,0.6998705679127614,8,31,3.0,8,16,1,0,2.49
6385,159,195,4.666666666666667,0.4859755739309209,12,31,3.0,8,16,1,0,3.58
7186,179,195,5.0,0.7926669699938409,8,31,3.0,8,16,1,0,3.59
7343,183,195,5.25,0.7545601627131022,6,31,3.0,8,16,1,0,2.13
7586,189,195,5.0,0.7316388403614793,8,31,3.0,8,16,1,0,3.22
7820,195,195,5.25,0.7964956705149663,9,31,3.0,8,16,1,0,3.17
7984,199,195,4.583333333333333,0.5124035681249267,9,31,3.0,8,16,1,0,3.81
667,16,198,4.75,0.7006668450693606,15,29,0.0,6,18,1,1,6.77
1388,34,198,5.416666666666667,0.7357207321540974,13,29,0.0,6,18,1,1,5.89
1665,41,198,5.5,0.7249714815178327,15,29,0.0,6,18,1,1,6.84
2311,57,198,5.583333333333333,0.8679918357268321,16,29,0.0,6,18,1,1,6.39
2345,58,198,5.5,0.6908709888295199,17,29,0.0,6,18,1,1,5.41
2385,59,198,5.25,0.5786965797097227,16,29,0.0,6,18,1,1,7.72
3386,84,198,5.583333333333333,0.42168859360041777,13,29,0.0,6,18,1,1,6.68
3710,92,198,5.5,0.5040821537526625,12,29,0.0,6,18,1,1,5.71
4109,102,198,5.083333333333333,0.40465813970253256,17,29,0.0,6,18,1,1,7.89
4706,117,198,4.833333333333333,0.7492668516830817,14,29,0.0,6,18,1,1,5.28
4827,120,198,5.333333333333333,0.825340412068058,16,29,0.0,6,18,1,1,6.75
5223,130,198,5.75,0.49393371848080303,6,29,0.0,6,18,1,1,3.82
5587,139,198,5.583333333333333,0.7262345311002222,10,29,0.0,6,18,1,1,5.63
5624,140,198,5.5,0.37919748053033014,13,29,0.0,6,18,1,1,6.34
6065,151,198,5.5,0.41539623967950895,16,29,0.0,6,18,1,1,7.79
6264,156,198,5.0,0.5266228487052788,17,29,0.0,6,18,1,1,8.69
6745,168,198,5.25,0.4062569374897604,18,29,0.0,6,18,1,1,8.26
6825,170,198,4.916666666666667,0.6311470430240108,13,29,0.0,6,18,1,1,6.66
7344,183,198,5.416666666666667,0.7159696889462501,15,29,0.0,6,18,1,1,6.85
7468,186,198,5.583333333333333,0.41241792122067716,16,29,0.0,6,18,1,1,7.3
7631,190,198,5.75,0.38593535138994434,15,29,0.0,6,18,1,1,8.02
7661,191,198,5.166666666666667,0.7703249459071517,13,29,0.0,6,18,1,1,6.83
7782,194,198,4.25,0.41496489279511845,18,29,0.0,6,18,1,1,7.91
705,17,183,5.916666666666667,1.2587460775182777,9,28,1.0,7,23,1,0,3.58
745,18,183,5.583333333333333,0.9188117028330697,8,28,1.0,7,23,1,0,4.31
1112,27,183,5.75,1.0254612583216334,12,28,1.0,7,23,1,0,5.04
1264,31,183,5.416666666666667,0.6413934579965108,12,28,1.0,7,23,1,0,5.89
1941,48,183,5.25,0.8458681647219938,14,28,1.0,7,23,1,0,6.47
2102,52,183,5.416666666666667,0.5741706621351044,12,28,1.0,7,23,1,0,4.59
2184,54,183,5.833333333333333,0.8812251767581486,11,28,1.0,7,23,1,0,4.29
2220,55,183,4.666666666666667,1.040847367557173,13,28,1.0,7,23,1,0,4.58
2424,60,183,4.916666666666667,1.0554238254441806,12,28,1.0,7,23,1,0,5.07
2464,61,183,5.5,1.180616586110702,10,28,1.0,7,23,1,0,4.82
2789,69,183,4.5,0.9218450724183461,16,28,1.0,7,23,1,0,5.62
2902,72,183,5.583333333333333,0.8117139478890376,10,28,1.0,7,23,1,0,5.42
3065,76,183,5.0,0.860261732222943,14,28,1.0,7,23,1,0,4.71
3102,77,183,5.833333333333333,0.8076408978651285,12,28,1.0,7,23,1,0,4.66
3542,88,183,4.416666666666667,1.0051761221174316,12,28,1.0,7,23,1,0,4.79
4145,103,183,5.0,0.8358874083784679,18,28,1.0,7,23,1,0,6.64
4545,113,183,5.5,1.0964139643144415,13,28,1.0,7,23,1,0,5.49
4946,123,183,5.083333333333333,0.7796370283798485,15,28,1.0,7,23,1,0,5.65
5303,132,183,5.083333333333333,1.0955564238768847,13,28,1.0,7,23,1,0,5.16
5623,140,183,4.5,0.5700233569120781,16,28,1.0,7,23,1,0,6.35
5944,148,183,5.083333333333333,0.7658581459411872,14,28,1.0,7,23,1,0,6.36
6017,150,183,5.416666666666667,0.9883291809125804,13,28,1.0,7,23,1,0,5.38
6382,159,183,5.5,0.6360754864009126,10,28,1.0,7,23,1,0,5.76
6470,161,183,5.833333333333333,0.9218025262248893,14,28,1.0,7,23,1,0,5.75
6547,163,183,5.5,0.6038921669589967,11,28,1.0,7,23,1,0,4.87
6907,172,183,5.25,0.7558285722226258,12,28,1.0,7,23,1,0,5.43
6948,173,183,5.5,0.8286860949029831,7,28,1.0,7,23,1,0,3.54
7024,175,183,4.083333333333333,1.0508890521099528,14,28,1.0,7,23,1,0,5.9
7305,182,183,5.0,0.6080593055585376,15,28,1.0,7,23,1,0,5.76
7865,196,183,5.5,0.6555378936656252,14,28,1.0,7,23,1,0,5.5
711,17,231,5.416666666666667,1.3403463032832992,14,26,0.0,1,25,1,0,5.64
1029,25,231,5.166666666666667,0.8256439684887028,16,26,0.0,1,25,1,0,7.25
1149,28,231,5.083333333333333,0.6180743868995422,18,26,0.0,1,25,1,0,7.65
1227,30,231,5.25,1.0854580669813532,14,26,0.0,1,25,1,0,5.61
1392,34,231,4.75,1.1147698522734375,15,26,0.0,1,25,1,0,6.62
1552,38,231,5.083333333333333,0.6312917685286493,19,26,0.0,1,25,1,0,7.14
1632,40,231,5.583333333333333,0.7802258433626772,13,26,0.0,1,25,1,0,5.63
1670,41,231,5.083333333333333,1.0638551387631647,14,26,0.0,1,25,1,0,5.68
1830,45,231,5.083333333333333,1.048284898161054,15,26,0.0,1,25,1,0,6.81
2227,55,231,4.916666666666667,1.095904579823818,13,26,0.0,1,25,1,0,5.96
2553,63,231,4.916666666666667,0.8555648482294987,16,26,0.0,1,25,1,0,7.54
3268,81,231,5.416666666666667,0.9003203152663004,11,26,0.0,1,25,1,0,5.66
3792,94,231,4.75,1.0267136478206091,16,26,0.0,1,25,1,0,6.86
4030,100,231,5.0,0.9094659957140929,12,26,0.0,1,25,1,0,5.75
4067,101,231,5.25,0.9221993359199567,13,26,0.0,1,25,1,0,6.07
4190,104,231,5.083333333333333,0.5953680879776785,17,26,0.0,1,25,1,0,7.72
4952,123,231,5.666666666666667,0.847004112008142,14,26,0.0,1,25,1,0,5.78
5307,132,231,5.166666666666667,1.0855522964966975,15,26,0.0,1,25,1,0,6.73
5988,149,231,5.5,0.8591066282035403,11,26,0.0,1,25,1,0,6.27
6227,155,231,5.25,0.8625707623502042,17,26,0.0,1,25,1,0,7.07
6589,164,231,4.5,0.9192050287519132,14,26,0.0,1,25,1,0,6.64
